[02:05:09 | 13-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1c2c49ae998396441501f8f30dc0126a153ab6fb0e0c9b30ae6b03ba3fe7cd81
[09:26:29 | 16-02-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:26:32 | 16-02-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:20:55 | 17-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x81c7f9c210b67e9c1139fbc41db79d2540b6ebd8142a15c58c8a457b9b9c968e
[09:21:16 | 17-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc5a8d6719735ccfa1c4a96a1cd0e87e85d23a443906635e76a78dd3fc3816b3b
[09:24:19 | 17-02-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:24:22 | 17-02-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:17:11 | 18-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xb3b2dbb4a2b8c61bfe3f1fbad1f318ec20d41d2b9ebdc1e033447102d5b3e3ea
[09:17:27 | 18-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9284f80b05c26dea7aa8e66c8abaa4d7edb4fdaec21b13495171cefc2286960f
[09:20:30 | 18-02-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:20:33 | 18-02-2025] Bridge Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:18:42 | 19-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x22e6c85eca505a19d66a90ca7f2ad6c58f79c0e8f00b27fa245c2e44fa2f453a
[09:18:50 | 19-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2d5b6ced97e6e3564f1d367de19c6af1ccad93180eebea1c3fcc2fe7dc33aa32
[09:21:53 | 19-02-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:21:56 | 19-02-2025] Bridge Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:18:49 | 20-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xe8b15e6c4a9015eae69be63f3d430546fc23dc1e5139e0c02fc6580256e00c8f
[09:19:01 | 20-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf92df2cd8f9d81790096b1d6d09fb94619a8c79dc8bb3129878485f488f42291
[09:22:05 | 20-02-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:22:07 | 20-02-2025] Bridge Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:19:09 | 21-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x218c5fbec0ee623a74d37f3c7f60369c5fbe26ae503d0276d52eb2ef69dabfaa
[09:19:25 | 21-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xbf69569f58db6528fdd15598d7ec31da155934bf798fb5f6334c57ee02b0a171
[09:22:28 | 21-02-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:22:31 | 21-02-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:15:51 | 22-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x68f79633a09dfa342fcb2db0dc4264a5024e0e0d68c0a29b66e626ef91820db9
[09:18:54 | 22-02-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:18:56 | 22-02-2025] Bridge Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:23:12 | 23-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x04d9e128208b5e178afbd6d3d4d6fd48058d3b8492310c8000d8a37cc4971df3
[09:23:24 | 23-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9a045c596ffe2cb7565ad257e28d6be72059ec4bf9390a81bc159748916ecf01
[09:26:28 | 23-02-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:26:30 | 23-02-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:22:31 | 24-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xfabe408146684ec6d40373e3869e7a34ec8eb5be2c8c61740538ee6752dc3423
[09:23:01 | 24-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2e83fdf1b0eb572913a56c61c16e47df1be52e0c27a54ff04ec6d477e505c51a
[09:26:04 | 24-02-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:26:07 | 24-02-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:21:27 | 25-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xbe5073317a0fecb29f896598f77c8a35d1e19e7bff5c48f0b0ee539030550580
[09:24:29 | 25-02-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:24:32 | 25-02-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:21:00 | 26-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x7145d40e2ec67571106cdfc02b340531be64df8461444f98a921717134135849
[09:21:27 | 26-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5af3b7bc5c7e216a10c282503bc86a5553151d3b5bdf562332fe3b28baab7613
[09:24:30 | 26-02-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:24:32 | 26-02-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:21:47 | 27-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xda96c9d73a631fa54a4880f7f6ad2d39ed813bd520fea323edd4e7bc9b6e8b0b
[09:22:02 | 27-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x09207f213581422ad9ec27f917149a924de586bef89b2d158817ceec1cfb7ba6
[09:25:05 | 27-02-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:25:08 | 27-02-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:22:24 | 28-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x8985dbc44b0ac250da88d6797ba6c8eb99893c0ba9d42da103253cb306c41eb3
[09:22:38 | 28-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x850fb891fe2fceccda77b8024b9eca5f9f12d26b5cc88ece314ddb02f377659c
[09:25:41 | 28-02-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:25:43 | 28-02-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:26:18 | 01-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x7cb40c143ad5e7a7bd050bd9cedb39769f92507d85b6c4da51d9ce6a6d4f90b1
[09:26:25 | 01-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf79caeb7cc3ca9423afa051edc32de4715e832b926e32907b25f14a081c31ee8
[09:29:29 | 01-03-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:29:31 | 01-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:25:12 | 02-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x7b0e98fab8e93a3288685f970cd6f0a56d0690c4cd0eacf80bfd99e9a1300c13
[09:25:25 | 02-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe30f916277bd7fc4f59f9a00ef393261e71e751f6262f80c17ad9bc7bb960a19
[09:28:28 | 02-03-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:28:31 | 02-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:23:30 | 03-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xb6621996e275463a06204fbabdaf1e77d66bc956f7ed897363bea893ed04bb54
[09:23:51 | 03-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5aa9ae0a13dac412fc0b92cef0ecb37bacdf27cd663af421da5b05eadd45a476
[09:26:54 | 03-03-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:26:57 | 03-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:22:54 | 04-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x9f6404983dfa4879630f614fbee66da04225e442a1d2dbcb6e8163c925572400
[09:23:13 | 04-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9a3f7a1d1e67cb9b6c9f2ce8e9494528428fabe3e5311a5b034c2466ecd7d8f1
[09:26:16 | 04-03-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:26:19 | 04-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:22:46 | 05-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x5389e0baca755a2d3674185b019c49360c5a7a0026d0c073513bd2243e893773
[09:23:02 | 05-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x35963cced2822166411820a1ccba8e7a5418ffd11f814afcb18eed1f4a4e7ed0
[09:26:05 | 05-03-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:26:08 | 05-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:23:17 | 06-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xf523139e9fff9a909efb6e773a4fb87fd0f28a21e6d46613129bc2a02b4fb7f5
[09:23:24 | 06-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xb35a1f323d268e9ba3034c71a330eb74047d032087ccc3d2dfe4b0b92a7a67b4
[09:26:27 | 06-03-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:26:30 | 06-03-2025] Bridge Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:23:48 | 07-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x3afbfda786cd73fecc2885070297d20ff454a3026ba7b66d1a273fc6364d0f40
[09:24:03 | 07-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd4482db6d83ab2205882b3454a41a71c59bccc6be2677f1201b8150b95f5d9da
[09:27:06 | 07-03-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:27:09 | 07-03-2025] Bridge Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[08:59:27 | 08-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x50d9ccc3ef0e4bc6648266191fde825c3c4eb30cb367590dce519dae47555483
[08:59:38 | 08-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x1f39afc9b7598a75161327f31dd92ac227ae6278cc33f07a5eefce8cf6493310
[09:02:42 | 08-03-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:02:45 | 08-03-2025] Bridge Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:04:18 | 09-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x07bb6121b422bfa5f617224353f628e014b606fef9e5c729c02d87b3705ebebe
[09:04:37 | 09-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe677ee5bd6358a8ec8de5d1bb6e58662a4b5292faf240452edd1abe17b713cd3
[09:07:40 | 09-03-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:07:43 | 09-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:05:37 | 10-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x9a16c6ea654976bfc51f733d632aadc1900388010f420bc7cb354bacd157299b
[09:05:54 | 10-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x277c681d60089e13a21d6c0d59ab97eef2cf1138605e4c6bb5a7089523e29be8
[09:08:57 | 10-03-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:09:00 | 10-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:24:05 | 11-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x6f87b1b0ccd173cb1245bea48be12f14a9461d89f689a4f1124ef029b54339aa
[09:24:14 | 11-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x97b87d0eed075d83c81db5c18762ecc27990823a0e590d9c4dc2c74867fa3bf1
[09:27:17 | 11-03-2025] Transfer Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
[09:27:20 | 11-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:23:16 | 12-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2cce46ebb3e4efac0d4cf412bf01caa490b3514895b5b9214a69fd2cba41d845
[09:26:19 | 12-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:26:22 | 12-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:25:16 | 13-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x6d6ba6e739b8c000b60b32f690053aaa7751577f97ccbf04799f42a0751ff75b
[09:28:19 | 13-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:28:22 | 13-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:23:15 | 14-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5daec079a38c046ecd06bac823e065a503306d4f1d701cf87f0364a8a4b4a89d
[09:26:18 | 14-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:26:22 | 14-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:21:28 | 15-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x123ec6a30941535cbadca9e164e29ae824cbb9330fe21311014c51f0a3337c26
[09:24:31 | 15-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:24:34 | 15-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:35:53 | 16-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xba5515e690b73072a24c5f9c60f7efb2d5f4ec0c2ae321b3df74fc496b700705
[09:38:56 | 16-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:38:59 | 16-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:27:27 | 17-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3af83b1ad9566378c54541aa6c92152f0ad7280f2c852c4ce472e18c6d97ed2a
[09:30:30 | 17-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:30:33 | 17-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:26:16 | 18-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x73cf693b84b91ddbca8c110948caa1d69578d0ca99c75041fa61ea4e12ab1d0b
[09:29:19 | 18-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:29:22 | 18-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:25:26 | 19-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4d129c949dc4a1a6bd278dc3ac26567a1c6d647a4ea9ed0647a399680e737eda
[09:28:29 | 19-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:28:33 | 19-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:24:26 | 20-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd60cb9e3ed0e45bfe6cd89e3a8916116378aaf0cba8c668c6dfa7f35ae515520
[09:27:29 | 20-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:27:32 | 20-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:26:03 | 21-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8835f36e85ae0c44fd6d7c05e6fb01229d2234b4e09382919a1c53c90a5f6c66
[09:29:06 | 21-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:29:09 | 21-03-2025] Bridge Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
Error:
[09:23:04 | 22-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xacbabcfa5fdaf41f97aa5743d2674d384d0adbe35b5041b3915bcd1e90cb0aa6
[09:26:07 | 22-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:26:10 | 22-03-2025] Bridge Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
Error:
[09:38:26 | 23-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x537b5a650d228e11afdf2c55207fe0e44a6f7587b455ab5d4028a0b5acd4c062
[09:41:29 | 23-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:41:32 | 23-03-2025] Bridge Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
Error:
[09:37:37 | 24-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa28f1cd35526d6eee7967d4fd07851f69ae5e7375baaa4dcb8de08aa7b33564c
[09:40:41 | 24-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:40:44 | 24-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:33:51 | 25-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xcfbd87bfbd28025c21219d3649d04a6f55be8c4d4172a3505c4b4eac153245bf
[09:36:55 | 25-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:36:58 | 25-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:26:03 | 26-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8253bc44f28eaf05d4bdd16216625143605b6a7f6d72b1d9e5b41d6019b30dce
[09:29:06 | 26-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:29:09 | 26-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:26:16 | 27-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5ffa80c701e274c0a18513f17f7164d4d6bcd9b8cd5b92b0332faf7ea196c8f7
[09:29:19 | 27-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:29:21 | 27-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:34:42 | 28-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x72984f83801125776c3ed1619ec18b70e454f59260793800d0b18cd612693e22
[09:37:45 | 28-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:37:48 | 28-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:24:53 | 29-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xdc281dc0b1f58b8f0814c8cab445e88d69dec1031b85f5024187c5b75bf6174f
[09:27:56 | 29-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:27:59 | 29-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:40:50 | 30-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x011a650e40b33e64ea44acb9201ff7cb9e9655d10f4fbfae21865a828210d8b0
[09:43:54 | 30-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:43:57 | 30-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:40:36 | 31-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x29a870fb2897d1c03b9eb10bc2178ce717a67be4ec78feebb9312219b2e2da48
[09:43:39 | 31-03-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:43:43 | 31-03-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:46:52 | 01-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x37a11d5ee2dc197e26cc2bbbd73ec3b6b178f626ee6a71e173d2317ce7ee876b
[09:49:55 | 01-04-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:49:58 | 01-04-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:35:50 | 02-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x836b0528a510716532bb296355db1e6258e28b3046c68ab206abb3159482219d
[09:38:54 | 02-04-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:38:57 | 02-04-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:34:26 | 03-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc921cdc1f9909de7d86e81509959b39ea15ecb7391d46a3292d4cd73a67a9414
[09:37:29 | 03-04-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
[09:37:32 | 03-04-2025] Bridge Task successful for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db
Error:
[09:34:14 | 04-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x89f498cd919e0b2ea706a3118371642cae88efa4be14a38f3aa54d9a6f502214
[09:37:17 | 04-04-2025] Transfer Task failed for 0x159617aeAB93CB9EBfFCFD3FbDAaB5115414E5db: Request failed with status code 400
